Location,TimeFrame,DataFormat,Data,Fips
Bedford Stuyvesant,2016,Number,39366,303
Bushwick,2016,Number,39588,304
East New York,2016,Number,46430,305
Park Slope,2016,Number,11933,306
Sunset Park,2016,Number,37676,307
Crown Heights North,2016,Number,30285,308
Crown Heights South,2016,Number,19829,309
Bay Ridge,2016,Number,17797,310
Bensonhurst,2016,Number,28607,311
Borough Park,2016,Number,47514,312
Coney Island,2016,Number,25279,313
Flatbush/Midwood,2016,Number,34570,314
Sheepshead Bay,2016,Number,25571,315
Brownsville,2016,Number,35868,316
East Flatbush,2016,Number,21620,317
Canarsie,2016,Number,18805,318
Astoria,2016,Number,23653,401
Sunnyside/Woodside,2016,Number,13615,402
Jackson Heights,2016,Number,25419,403
Elmhurst/Corona,2016,Number,27018,404
Ridgewood/Glendale,2016,Number,17433,405
Rego Park/Forest Hills,2016,Number,14614,406
Flushing,2016,Number,38602,407
Fresh Meadows/Briarwood,2016,Number,21528,408
Woodhaven,2016,Number,21840,409
Howard Beach,2016,Number,18703,410
Bayside,2016,Number,8923,411
Jamaica/St. Albans,2016,Number,26904,412
Queens Village,2016,Number,17543,413
The Rockaways,2016,Number,28100,414
St. George,2016,Number,36121,501
South Beach,2016,Number,16822,502
Tottenville,2016,Number,9296,503
Bronx,2016,Number,407377,36005
Brooklyn,2016,Number,536846,36047
Manhattan,2016,Number,275840,36061
Queens,2016,Number,303895,36081
Staten Island,2016,Number,62239,36085
New York City,2016,Number,1586197,3651000
Battery Park/Tribeca,2016,Percent,0.08,101
Greenwich Village,2016,Percent,0.08,102
Lower East Side,2016,Percent,0.255,103
Chelsea/Clinton,2016,Percent,0.127,104
Midtown Business District,2016,Percent,0.127,105
Murray Hill/Stuyvesant,2016,Percent,0.071,106
Upper West Side,2016,Percent,0.104,107
Upper East Side,2016,Percent,0.065,108
Manhattanville,2016,Percent,0.275,109
Central Harlem,2016,Percent,0.272,110
East Harlem,2016,Percent,0.323,111
Washington Heights,2016,Percent,0.222,112
Mott Haven,2016,Percent,0.369,201
Hunts Point,2016,Percent,0.369,202
Morrisania,2016,Percent,0.363,203
Concourse/Highbridge,2016,Percent,0.349,204
University Heights,2016,Percent,0.411,205
East Tremont,2016,Percent,0.363,206
Bedford Park,2016,Percent,0.31,207
Riverdale,2016,Percent,0.178,208
Unionport/Soundview,2016,Percent,0.28,209
Throgs Neck,2016,Percent,0.147,210
Pelham Parkway,2016,Percent,0.196,211
Williamsbridge,2016,Percent,0.176,212
Williamsburg/Greenpoint,2016,Percent,0.209,301
Fort Greene/Brooklyn Hts,2016,Percent,0.155,302
Bedford Stuyvesant,2016,Percent,0.267,303
Bushwick,2016,Percent,0.287,304
East New York,2016,Percent,0.291,305
Park Slope,2016,Percent,0.106,306
Sunset Park,2016,Percent,0.258,307
Crown Heights North,2016,Percent,0.227,308
Crown Heights South,2016,Percent,0.183,309
Bay Ridge,2016,Percent,0.15,310
Bensonhurst,2016,Percent,0.152,311
Borough Park,2016,Percent,0.317,312
Coney Island,2016,Percent,0.219,313
Flatbush/Midwood,2016,Percent,0.212,314
Sheepshead Bay,2016,Percent,0.162,315
Brownsville,2016,Percent,0.332,316
East Flatbush,2016,Percent,0.149,317
Canarsie,2016,Percent,0.091,318
Astoria,2016,Percent,0.138,401
Sunnyside/Woodside,2016,Percent,0.101,402
Jackson Heights,2016,Percent,0.155,403
Elmhurst/Corona,2016,Percent,0.193,404
Ridgewood/Glendale,2016,Percent,0.091,405
Rego Park/Forest Hills,2016,Percent,0.131,406
Flushing,2016,Percent,0.159,407
Fresh Meadows/Briarwood,2016,Percent,0.134,408
Woodhaven,2016,Percent,0.134,409
Howard Beach,2016,Percent,0.139,410
Bayside,2016,Percent,0.076,411
Jamaica/St. Albans,2016,Percent,0.112,412
Queens Village,2016,Percent,0.083,413
The Rockaways,2016,Percent,0.228,414
St. George,2016,Percent,0.21,501
South Beach,2016,Percent,0.12,502
Tottenville,2016,Percent,0.059,503
Bronx,2016,Percent,0.287,36005
Brooklyn,2016,Percent,0.206,36047
Manhattan,2016,Percent,0.173,36061
Queens,2016,Percent,0.132,36081
Staten Island,2016,Percent,0.132,36085
New York City,2016,Percent,0.189,3651000
Riverdale,2017,Number,19793,208
Williamsbridge,2017,Number,21684,212
Throgs Neck,2017,Number,11211,210
Pelham Parkway,2017,Number,19183,211
Morrisania,2017,Number,32094.13874,203
East Tremont,2017,Number,33504.86126,206
Bedford Park,2017,Number,46866,207
University Heights,2017,Number,53450,205
Concourse/Highbridge,2017,Number,53973,204
Unionport/Soundview,2017,Number,45923,209
Mott Haven,2017,Number,41184.88479,201
Hunts Point,2017,Number,23517.11521,202
Washington Heights,2017,Number,40439,112
Manhattanville,2017,Number,28571,109
Central Harlem,2017,Number,34469,110
East Harlem,2017,Number,39244,111
Upper East Side,2017,Number,12796,108
Upper West Side,2017,Number,20252,107
Chelsea/Clinton,2017,Number,13712.86177,104
Midtown Business District,2017,Number,6863.13823,105
Murray Hill/Stuyvesant,2017,Number,11624,106
Lower East Side,2017,Number,41933,103
Battery Park/Tribeca,2017,Number,5079.54809,101
Greenwich Village,2017,Number,7498.45191,102
Tottenville,2017,Number,10438,503
South Beach,2017,Number,14355,502
St. George,2017,Number,30986,501
Williamsburg/Greenpoint,2017,Number,35357,301
Bushwick,2017,Number,37926,304
Bedford Stuyvesant,2017,Number,34560,303
Fort Greene/Brooklyn Hts,2017,Number,19333,302
Park Slope,2017,Number,8991,306
Crown Heights North,2017,Number,28073,308
Brownsville,2017,Number,44194,316
East New York,2017,Number,43212,305
Canarsie,2017,Number,19088,318
East Flatbush,2017,Number,18957,317
Crown Heights South,2017,Number,21264,309
Sunset Park,2017,Number,31191,307
Bay Ridge,2017,Number,18612,310
Borough Park,2017,Number,44689,312
Flatbush/Midwood,2017,Number,25231,314
Sheepshead Bay,2017,Number,23790,315
Bensonhurst,2017,Number,35345,311
Coney Island,2017,Number,29990,313
Astoria,2017,Number,21374,401
Jackson Heights,2017,Number,22711,403
Flushing,2017,Number,41552,407
Bayside,2017,Number,11503,411
Queens Village,2017,Number,18239,413
Fresh Meadows/Briarwood,2017,Number,19658,408
Elmhurst/Corona,2017,Number,22602,404
Rego Park/Forest Hills,2017,Number,9644,406
Sunnyside/Woodside,2017,Number,12342,402
Ridgewood/Glendale,2017,Number,16682,405
Woodhaven,2017,Number,18470,409
Jamaica/St. Albans,2017,Number,27910,412
Howard Beach,2017,Number,14326,410
The Rockaways,2017,Number,25501,414
Bronx,2017,Number,402384,36005
Brooklyn,2017,Number,519803,36047
Manhattan,2017,Number,262482,36061
Queens,2017,Number,282514,36081
Staten Island,2017,Number,55779,36085
New York City,2017,Number,1522962,3651000
Riverdale,2017,Percent,0.185,208
Williamsbridge,2017,Percent,0.146,212
Throgs Neck,2017,Percent,0.102,210
Pelham Parkway,2017,Percent,0.164,211
Morrisania,2017,Percent,0.358,203
East Tremont,2017,Percent,0.358,206
Bedford Park,2017,Percent,0.329,207
University Heights,2017,Percent,0.364,205
Concourse/Highbridge,2017,Percent,0.364,204
Unionport/Soundview,2017,Percent,0.247,209
Mott Haven,2017,Percent,0.442,201
Hunts Point,2017,Percent,0.442,202
Washington Heights,2017,Percent,0.187,112
Manhattanville,2017,Percent,0.227,109
Central Harlem,2017,Percent,0.235,110
East Harlem,2017,Percent,0.315,111
Upper East Side,2017,Percent,0.061,108
Upper West Side,2017,Percent,0.099,107
Chelsea/Clinton,2017,Percent,0.138,104
Midtown Business District,2017,Percent,0.138,105
Murray Hill/Stuyvesant,2017,Percent,0.08,106
Lower East Side,2017,Percent,0.273,103
Battery Park/Tribeca,2017,Percent,0.088,101
Greenwich Village,2017,Percent,0.088,102
Tottenville,2017,Percent,0.066,503
South Beach,2017,Percent,0.102,502
St. George,2017,Percent,0.179,501
Williamsburg/Greenpoint,2017,Percent,0.233,301
Bushwick,2017,Percent,0.271,304
Bedford Stuyvesant,2017,Percent,0.244,303
Fort Greene/Brooklyn Hts,2017,Percent,0.149,302
Park Slope,2017,Percent,0.078,306
Crown Heights North,2017,Percent,0.2,308
Brownsville,2017,Percent,0.399,316
East New York,2017,Percent,0.247,305
Canarsie,2017,Percent,0.089,318
East Flatbush,2017,Percent,0.137,317
Crown Heights South,2017,Percent,0.191,309
Sunset Park,2017,Percent,0.221,307
Bay Ridge,2017,Percent,0.152,310
Borough Park,2017,Percent,0.308,312
Flatbush/Midwood,2017,Percent,0.168,314
Sheepshead Bay,2017,Percent,0.14,315
Bensonhurst,2017,Percent,0.173,311
Coney Island,2017,Percent,0.248,313
Astoria,2017,Percent,0.13,401
Jackson Heights,2017,Percent,0.135,403
Flushing,2017,Percent,0.162,407
Bayside,2017,Percent,0.098,411
Queens Village,2017,Percent,0.089,413
Fresh Meadows/Briarwood,2017,Percent,0.123,408
Elmhurst/Corona,2017,Percent,0.156,404
Rego Park/Forest Hills,2017,Percent,0.081,406
Sunnyside/Woodside,2017,Percent,0.093,402
Ridgewood/Glendale,2017,Percent,0.084,405
Woodhaven,2017,Percent,0.122,409
Jamaica/St. Albans,2017,Percent,0.113,412
Howard Beach,2017,Percent,0.104,410
The Rockaways,2017,Percent,0.198,414
Bronx,2017,Percent,0.28,36005
Brooklyn,2017,Percent,0.198,36047
Manhattan,2017,Percent,0.162,36061
Queens,2017,Percent,0.121,36081
Staten Island,2017,Percent,0.118,36085
New York City,2017,Percent,0.18,3651000
Battery Park/Tribeca,2018,Number,3883.36257,101
Greenwich Village,2018,Number,5732.63743,102
Lower East Side,2018,Number,44449,103
Chelsea/Clinton,2018,Number,12018.74753,104
Midtown Business District,2018,Number,6015.25247,105
Murray Hill/Stuyvesant,2018,Number,10957,106
Upper West Side,2018,Number,15926,107
Upper East Side,2018,Number,10973,108
Manhattanville,2018,Number,26960,109
Central Harlem,2018,Number,36590,110
East Harlem,2018,Number,33376,111
Washington Heights,2018,Number,38606,112
Mott Haven,2018,Number,37115.53657,201
Hunts Point,2018,Number,21193.46343,202
Morrisania,2018,Number,31367.60638,203
Concourse/Highbridge,2018,Number,43786,204
University Heights,2018,Number,50630,205
East Tremont,2018,Number,32746.39362,206
Bedford Park,2018,Number,36710,207
Riverdale,2018,Number,21457,208
Unionport/Soundview,2018,Number,45183,209
Throgs Neck,2018,Number,14681,210
Pelham Parkway,2018,Number,22475,211
Williamsbridge,2018,Number,26141,212
Williamsburg/Greenpoint,2018,Number,38395,301
Fort Greene/Brooklyn Hts,2018,Number,22269,302
Bedford Stuyvesant,2018,Number,41741,303
Bushwick,2018,Number,28970,304
East New York,2018,Number,36909,305
Park Slope,2018,Number,14287,306
Sunset Park,2018,Number,22387,307
Crown Heights North,2018,Number,25623,308
Crown Heights South,2018,Number,16803,309
Bay Ridge,2018,Number,19670,310
Bensonhurst,2018,Number,37039,311
Borough Park,2018,Number,38111,312
Coney Island,2018,Number,32414,313
Flatbush/Midwood,2018,Number,22225,314
Sheepshead Bay,2018,Number,22713,315
Brownsville,2018,Number,33710,316
East Flatbush,2018,Number,13774,317
Canarsie,2018,Number,18653,318
Astoria,2018,Number,22374,401
Sunnyside/Woodside,2018,Number,10632,402
Jackson Heights,2018,Number,24048,403
Elmhurst/Corona,2018,Number,19072,404
Ridgewood/Glendale,2018,Number,18101,405
Rego Park/Forest Hills,2018,Number,9500,406
Flushing,2018,Number,33874,407
Fresh Meadows/Briarwood,2018,Number,20665,408
Woodhaven,2018,Number,17284,409
Howard Beach,2018,Number,11250,410
Bayside,2018,Number,7005,411
Jamaica/St. Albans,2018,Number,31210,412
Queens Village,2018,Number,13080,413
The Rockaways,2018,Number,20126,414
St. George,2018,Number,28898,501
South Beach,2018,Number,12683,502
Tottenville,2018,Number,12160,503
Bronx,2018,Number,383486,36005
Brooklyn,2018,Number,485693,36047
Manhattan,2018,Number,245487,36061
Queens,2018,Number,258221,36081
Staten Island,2018,Number,53741,36085
New York City,2018,Number,1426628,3651000
Battery Park/Tribeca,2018,Percent,0.06625,101
Greenwich Village,2018,Percent,0.06625,102
Lower East Side,2018,Percent,0.29965,103
Chelsea/Clinton,2018,Percent,0.11104,104
Midtown Business District,2018,Percent,0.11104,105
Murray Hill/Stuyvesant,2018,Percent,0.07874,106
Upper West Side,2018,Percent,0.08459,107
Upper East Side,2018,Percent,0.05443,108
Manhattanville,2018,Percent,0.19993,109
Central Harlem,2018,Percent,0.25119,110
East Harlem,2018,Percent,0.31111,111
Washington Heights,2018,Percent,0.18401,112
Mott Haven,2018,Percent,0.37653,201
Hunts Point,2018,Percent,0.37653,202
Morrisania,2018,Percent,0.37658,203
Concourse/Highbridge,2018,Percent,0.32369,204
University Heights,2018,Percent,0.36423,205
East Tremont,2018,Percent,0.37658,206
Bedford Park,2018,Percent,0.27808,207
Riverdale,2018,Percent,0.18824,208
Unionport/Soundview,2018,Percent,0.24957,209
Throgs Neck,2018,Percent,0.12702,210
Pelham Parkway,2018,Percent,0.18497,211
Williamsbridge,2018,Percent,0.1944,212
Williamsburg/Greenpoint,2018,Percent,0.23708,301
Fort Greene/Brooklyn Hts,2018,Percent,0.15926,302
Bedford Stuyvesant,2018,Percent,0.27036,303
Bushwick,2018,Percent,0.24006,304
East New York,2018,Percent,0.21732,305
Park Slope,2018,Percent,0.12348,306
Sunset Park,2018,Percent,0.17142,307
Crown Heights North,2018,Percent,0.18986,308
Crown Heights South,2018,Percent,0.15284,309
Bay Ridge,2018,Percent,0.15868,310
Bensonhurst,2018,Percent,0.19965,311
Borough Park,2018,Percent,0.27846,312
Coney Island,2018,Percent,0.28894,313
Flatbush/Midwood,2018,Percent,0.1443,314
Sheepshead Bay,2018,Percent,0.14459,315
Brownsville,2018,Percent,0.27839,316
East Flatbush,2018,Percent,0.10211,317
Canarsie,2018,Percent,0.09614,318
Astoria,2018,Percent,0.13941,401
Sunnyside/Woodside,2018,Percent,0.07795,402
Jackson Heights,2018,Percent,0.13416,403
Elmhurst/Corona,2018,Percent,0.12879,404
Ridgewood/Glendale,2018,Percent,0.09756,405
Rego Park/Forest Hills,2018,Percent,0.08078,406
Flushing,2018,Percent,0.14339,407
Fresh Meadows/Briarwood,2018,Percent,0.1298,408
Woodhaven,2018,Percent,0.12508,409
Howard Beach,2018,Percent,0.08738,410
Bayside,2018,Percent,0.06093,411
Jamaica/St. Albans,2018,Percent,0.13062,412
Queens Village,2018,Percent,0.07091,413
The Rockaways,2018,Percent,0.16398,414
St. George,2018,Percent,0.16952,501
South Beach,2018,Percent,0.09346,502
Tottenville,2018,Percent,0.07447,503
Bronx,2018,Percent,0.27431,36005
Brooklyn,2018,Percent,0.18991,36047
Manhattan,2018,Percent,0.15513,36061
Queens,2018,Percent,0.11474,36081
Staten Island,2018,Percent,0.11447,36085
New York City,2018,Percent,0.17276,3651000
Battery Park/Tribeca,2019,Number,3889.82407,101
Greenwich Village,2019,Number,5742.17593,102
Lower East Side,2019,Number,38378,103
Chelsea/Clinton,2019,Number,12094.05631,104
Midtown Business District,2019,Number,6052.94369,105
Murray Hill/Stuyvesant,2019,Number,9320,106
Upper West Side,2019,Number,15290,107
Upper East Side,2019,Number,12506,108
Manhattanville,2019,Number,23722,109
Central Harlem,2019,Number,27236,110
East Harlem,2019,Number,36441,111
Washington Heights,2019,Number,31149,112
Mott Haven,2019,Number,34958.96661,201
Hunts Point,2019,Number,19962.03339,202
Morrisania,2019,Number,33211.0905,203
Concourse/Highbridge,2019,Number,45176,204
University Heights,2019,Number,42802,205
East Tremont,2019,Number,34670.9095,206
Bedford Park,2019,Number,33719,207
Riverdale,2019,Number,16144,208
Unionport/Soundview,2019,Number,46740,209
Throgs Neck,2019,Number,13744,210
Pelham Parkway,2019,Number,17690,211
Williamsbridge,2019,Number,25208,212
Williamsburg/Greenpoint,2019,Number,30308,301
Fort Greene/Brooklyn Hts,2019,Number,17622,302
Bedford Stuyvesant,2019,Number,33023,303
Bushwick,2019,Number,26226,304
East New York,2019,Number,41801,305
Park Slope,2019,Number,8557,306
Sunset Park,2019,Number,23122,307
Crown Heights North,2019,Number,20166,308
Crown Heights South,2019,Number,18657,309
Bay Ridge,2019,Number,17264,310
Bensonhurst,2019,Number,27050,311
Borough Park,2019,Number,40655,312
Coney Island,2019,Number,29063,313
Flatbush/Midwood,2019,Number,18573,314
Sheepshead Bay,2019,Number,16931,315
Brownsville,2019,Number,43817,316
East Flatbush,2019,Number,13265,317
Canarsie,2019,Number,20838,318
Astoria,2019,Number,19191,401
Sunnyside/Woodside,2019,Number,12440,402
Jackson Heights,2019,Number,26014,403
Elmhurst/Corona,2019,Number,15462,404
Ridgewood/Glendale,2019,Number,13825,405
Rego Park/Forest Hills,2019,Number,11710,406
Flushing,2019,Number,35131,407
Fresh Meadows/Briarwood,2019,Number,18710,408
Woodhaven,2019,Number,14445,409
Howard Beach,2019,Number,8899,410
Bayside,2019,Number,7304,411
Jamaica/St. Albans,2019,Number,25185,412
Queens Village,2019,Number,10732,413
The Rockaways,2019,Number,21253,414
St. George,2019,Number,22533,501
South Beach,2019,Number,9829,502
Tottenville,2019,Number,6580,503
Bronx,2019,Number,364026,36005
Brooklyn,2019,Number,446938,36047
Manhattan,2019,Number,221821,36061
Queens,2019,Number,240301,36081
Staten Island,2019,Number,38942,36085
New York City,2019,Number,1312028,3651000
Battery Park/Tribeca,2019,Percent,0.06117,101
Greenwich Village,2019,Percent,0.06117,102
Lower East Side,2019,Percent,0.24044,103
Chelsea/Clinton,2019,Percent,0.11099,104
Midtown Business District,2019,Percent,0.11099,105
Murray Hill/Stuyvesant,2019,Percent,0.06486,106
Upper West Side,2019,Percent,0.08668,107
Upper East Side,2019,Percent,0.05838,108
Manhattanville,2019,Percent,0.19586,109
Central Harlem,2019,Percent,0.20078,110
East Harlem,2019,Percent,0.33993,111
Washington Heights,2019,Percent,0.15487,112
Mott Haven,2019,Percent,0.3958,201
Hunts Point,2019,Percent,0.3958,202
Morrisania,2019,Percent,0.40275,203
Concourse/Highbridge,2019,Percent,0.32369,204
University Heights,2019,Percent,0.31374,205
East Tremont,2019,Percent,0.40275,206
Bedford Park,2019,Percent,0.22627,207
Riverdale,2019,Percent,0.16502,208
Unionport/Soundview,2019,Percent,0.26594,209
Throgs Neck,2019,Percent,0.12931,210
Pelham Parkway,2019,Percent,0.14604,211
Williamsbridge,2019,Percent,0.17123,212
Williamsburg/Greenpoint,2019,Percent,0.20109,301
Fort Greene/Brooklyn Hts,2019,Percent,0.13827,302
Bedford Stuyvesant,2019,Percent,0.23027,303
Bushwick,2019,Percent,0.20687,304
East New York,2019,Percent,0.23347,305
Park Slope,2019,Percent,0.07576,306
Sunset Park,2019,Percent,0.18146,307
Crown Heights North,2019,Percent,0.15933,308
Crown Heights South,2019,Percent,0.17901,309
Bay Ridge,2019,Percent,0.14245,310
Bensonhurst,2019,Percent,0.14565,311
Borough Park,2019,Percent,0.26782,312
Coney Island,2019,Percent,0.25551,313
Flatbush/Midwood,2019,Percent,0.11964,314
Sheepshead Bay,2019,Percent,0.11586,315
Brownsville,2019,Percent,0.34264,316
East Flatbush,2019,Percent,0.09879,317
Canarsie,2019,Percent,0.10636,318
Astoria,2019,Percent,0.11621,401
Sunnyside/Woodside,2019,Percent,0.09244,402
Jackson Heights,2019,Percent,0.15047,403
Elmhurst/Corona,2019,Percent,0.10207,404
Ridgewood/Glendale,2019,Percent,0.08381,405
Rego Park/Forest Hills,2019,Percent,0.11147,406
Flushing,2019,Percent,0.14805,407
Fresh Meadows/Briarwood,2019,Percent,0.11492,408
Woodhaven,2019,Percent,0.10148,409
Howard Beach,2019,Percent,0.07533,410
Bayside,2019,Percent,0.06411,411
Jamaica/St. Albans,2019,Percent,0.1059,412
Queens Village,2019,Percent,0.05459,413
The Rockaways,2019,Percent,0.18068,414
St. George,2019,Percent,0.13012,501
South Beach,2019,Percent,0.07197,502
Tottenville,2019,Percent,0.04085,503
Bronx,2019,Percent,0.26368,36005
Brooklyn,2019,Percent,0.17662,36047
Manhattan,2019,Percent,0.14039,36061
Queens,2019,Percent,0.10821,36081
Staten Island,2019,Percent,0.08271,36085
New York City,2019,Percent,0.16035,3651000